,Control,Nombre,Apellido,Apellidos ,Caificacion
17857,2117V17857,Ilse,De la cruz,Uriel  De la cruz,74
17858,2117V17858,Ilse,De la cruz,Juan  Martinez ,81
17859,2117V17859,Ilse,De la cruz,Said  De la cruz,34
17860,2117V17860,Ilse,De la cruz,Arturo  Ontiveros,23
17861,2117V17861,Ilse,De la cruz,Uriel  Vte,67
17862,2117V17862,Ilse,De la cruz,Emilio  Martinez ,16
17863,2117V17863,Ilse,De la cruz,Flor  Camacho,23
17864,2117V17864,Ilse,De la cruz,Uriel  Camacho,38
17865,2117V17865,Ilse,De la cruz,Flor  De la cruz,20
17866,2117V17866,Ilse,De la cruz,Abelardo  Camacho,62
17867,2117V17867,Ilse,De la cruz,Said  De la cruz,51
17868,2117V17868,Ilse,De la cruz,Uriel  Matias,75
17869,2117V17869,Ilse,De la cruz,Abelardo  Vite,29
17870,2117V17870,Ilse,De la cruz,Uriel  Herrera,30
17871,2117V17871,Ilse,De la cruz,Emilio  Matias,89
17872,2117V17872,Ilse,De la cruz,Ilse  Ontiveros,34
17873,2117V17873,Ilse,De la cruz,Abelardo  Ontiveros,54
17874,2117V17874,Ilse,De la cruz,Said  Martinez ,83
17875,2117V17875,Ilse,De la cruz,Miguel  Martinez ,81
17876,2117V17876,Ilse,De la cruz,Arturo  Martinez ,42
17877,2117V17877,Ilse,De la cruz,Pedro  De la cruz,37
17878,2117V17878,Ilse,De la cruz,Laura  De la cruz,0
17879,2117V17879,Ilse,De la cruz,Pedro  Matias,47
17880,2117V17880,Ilse,De la cruz,Laura  Vte,3
17881,2117V17881,Ilse,De la cruz,Pedro  Matias,58
17882,2117V17882,Ilse,De la cruz,Laura  Martinez ,14
17883,2117V17883,Ilse,De la cruz,Flor  Camacho,100
17884,2117V17884,Ilse,De la cruz,Said  Matias,89
17885,2117V17885,Ilse,De la cruz,Abelardo  Medellin,29
17886,2117V17886,Ilse,De la cruz,Miguel  Ontiveros,62
17887,2117V17887,Ilse,De la cruz,Abelardo  Martinez ,80
17888,2117V17888,Ilse,De la cruz,Said  Vte,34
17889,2117V17889,Ilse,De la cruz,Said  Vte,33
17890,2117V17890,Ilse,De la cruz,Abelardo  Herrera,88
17891,2117V17891,Ilse,De la cruz,Uriel  Sanchez,57
17892,2117V17892,Ilse,De la cruz,Abelardo  Medellin,63
17893,2117V17893,Ilse,De la cruz,Arturo  De la cruz,41
17894,2117V17894,Ilse,De la cruz,Pedro  Martinez ,84
17895,2117V17895,Ilse,De la cruz,Emilio  Ontiveros,94
17896,2117V17896,Ilse,De la cruz,Uriel  Vte,54
17897,2117V17897,Ilse,De la cruz,Pedro  Herrera,52
17898,2117V17898,Ilse,De la cruz,Miguel  Matias,61
17899,2117V17899,Ilse,De la cruz,Flor  Vte,79
17900,2117V17900,Ilse,De la cruz,Juan  Martinez ,93
17901,2117V17901,Ilse,De la cruz,Miguel  Matias,95
17902,2117V17902,Ilse,De la cruz,Pedro  Martinez ,24
17903,2117V17903,Ilse,De la cruz,Pedro  Medellin,100
17904,2117V17904,Ilse,De la cruz,Emilio  Camacho,13
17905,2117V17905,Ilse,De la cruz,Uriel  Vte,16
17906,2117V17906,Ilse,De la cruz,Pedro  Vte,92
17907,2117V17907,Ilse,De la cruz,Flor  Matias,85
17908,2117V17908,Ilse,De la cruz,Pedro  Sanchez,61
17909,2117V17909,Ilse,De la cruz,Arturo  Ontiveros,76
17910,2117V17910,Ilse,De la cruz,Abelardo  De la cruz,71
17911,2117V17911,Ilse,De la cruz,Arturo  Vite,73
17912,2117V17912,Ilse,De la cruz,Abelardo  Matias,9
17913,2117V17913,Ilse,De la cruz,Uriel  Martinez ,48
17914,2117V17914,Ilse,De la cruz,Ilse  Vite,71
17915,2117V17915,Ilse,De la cruz,Uriel  Martinez ,79
17916,2117V17916,Ilse,De la cruz,Pedro  Ontiveros,68
17917,2117V17917,Ilse,De la cruz,Said  Camacho,100
17918,2117V17918,Ilse,De la cruz,Ilse  Camacho,94
17919,2117V17919,Ilse,De la cruz,Emilio  Medellin,66
17920,2117V17920,Ilse,De la cruz,Arturo  Herrera,82
17921,2117V17921,Ilse,De la cruz,Laura  Camacho,53
17922,2117V17922,Ilse,De la cruz,Juan  Sanchez,63
17923,2117V17923,Ilse,De la cruz,Abelardo  Camacho,22
17924,2117V17924,Ilse,De la cruz,Said  Sanchez,68
17925,2117V17925,Ilse,De la cruz,Emilio  Camacho,69
17926,2117V17926,Ilse,De la cruz,Juan  Martinez ,99
17927,2117V17927,Ilse,De la cruz,Emilio  Vite,20
17928,2117V17928,Ilse,De la cruz,Said  Vte,17
17929,2117V17929,Ilse,De la cruz,Arturo  Martinez ,60
17930,2117V17930,Ilse,De la cruz,Said  Sanchez,21
17931,2117V17931,Ilse,De la cruz,Miguel  Matias,86
17932,2117V17932,Ilse,De la cruz,Laura  Vite,29
17933,2117V17933,Ilse,De la cruz,Abelardo  Matias,6
17934,2117V17934,Ilse,De la cruz,Juan  Camacho,93
17935,2117V17935,Ilse,De la cruz,Arturo  Vite,93
17936,2117V17936,Ilse,De la cruz,Juan  Matias,86
17937,2117V17937,Ilse,De la cruz,Said  Camacho,12
17938,2117V17938,Ilse,De la cruz,Uriel  Vte,21
17939,2117V17939,Ilse,De la cruz,Juan  Camacho,59
17940,2117V17940,Ilse,De la cruz,Emilio  Matias,67
17941,2117V17941,Ilse,De la cruz,Ilse  Martinez ,56
17942,2117V17942,Ilse,De la cruz,Abelardo  Ontiveros,34
17943,2117V17943,Ilse,De la cruz,Flor  Ontiveros,8
17944,2117V17944,Ilse,De la cruz,Arturo  Vte,24
17945,2117V17945,Ilse,De la cruz,Abelardo  Herrera,89
17946,2117V17946,Ilse,De la cruz,Uriel  De la cruz,89
17947,2117V17947,Ilse,De la cruz,Said  Martinez ,5
17948,2117V17948,Ilse,De la cruz,Said  Martinez ,16
17949,2117V17949,Ilse,De la cruz,Abelardo  Sanchez,78
17950,2117V17950,Ilse,De la cruz,Emilio  Herrera,67
17951,2117V17951,Ilse,De la cruz,Laura  Sanchez,72
17952,2117V17952,Ilse,De la cruz,Pedro  Medellin,96
17953,2117V17953,Ilse,De la cruz,Ilse  Martinez ,46
17954,2117V17954,Ilse,De la cruz,Ilse  Ontiveros,76
17955,2117V17955,Ilse,De la cruz,Emilio  Martinez ,10
17956,2117V17956,Ilse,De la cruz,Uriel  Vite,6
17957,2117V17957,Ilse,De la cruz,Miguel  Ontiveros,44
17958,2117V17958,Ilse,De la cruz,Juan  Martinez ,70
17959,2117V17959,Ilse,De la cruz,Said  Martinez ,6
17960,2117V17960,Ilse,De la cruz,Pedro  Sanchez,86
17961,2117V17961,Ilse,De la cruz,Ilse  Vite,20
17962,2117V17962,Ilse,De la cruz,Miguel  De la cruz,82
17963,2117V17963,Ilse,De la cruz,Flor  Martinez ,53
17964,2117V17964,Ilse,De la cruz,Emilio  Vite,44
17965,2117V17965,Ilse,De la cruz,Emilio  Camacho,76
17966,2117V17966,Ilse,De la cruz,Said  Sanchez,16
17967,2117V17967,Ilse,De la cruz,Juan  Matias,6
17968,2117V17968,Ilse,De la cruz,Emilio  Sanchez,97
17969,2117V17969,Ilse,De la cruz,Laura  Camacho,83
17970,2117V17970,Ilse,De la cruz,Ilse  De la cruz,38
17971,2117V17971,Ilse,De la cruz,Abelardo  Camacho,54
17972,2117V17972,Ilse,De la cruz,Laura  Martinez ,9
17973,2117V17973,Ilse,De la cruz,Miguel  Sanchez,47
17974,2117V17974,Ilse,De la cruz,Arturo  Ontiveros,85
17975,2117V17975,Ilse,De la cruz,Arturo  Medellin,93
17976,2117V17976,Ilse,De la cruz,Abelardo  Matias,100
17977,2117V17977,Ilse,De la cruz,Juan  De la cruz,77
17978,2117V17978,Ilse,De la cruz,Uriel  Martinez ,76
17979,2117V17979,Ilse,De la cruz,Pedro  Martinez ,47
17980,2117V17980,Ilse,De la cruz,Laura  Ontiveros,43
17981,2117V17981,Ilse,De la cruz,Emilio  Matias,87
17982,2117V17982,Ilse,De la cruz,Ilse  Medellin,73
17983,2117V17983,Ilse,De la cruz,Arturo  Camacho,6
17984,2117V17984,Ilse,De la cruz,Ilse  Camacho,11
17985,2117V17985,Ilse,De la cruz,Ilse  Sanchez,93
17986,2117V17986,Ilse,De la cruz,Pedro  Martinez ,6
17987,2117V17987,Ilse,De la cruz,Pedro  Vte,6
17988,2117V17988,Ilse,De la cruz,Uriel  Matias,6
17989,2117V17989,Ilse,De la cruz,Abelardo  Sanchez,62
17990,2117V17990,Ilse,De la cruz,Arturo  De la cruz,35
17991,2117V17991,Ilse,De la cruz,Juan  Ontiveros,32
17992,2117V17992,Ilse,De la cruz,Emilio  Herrera,96
17993,2117V17993,Ilse,De la cruz,Juan  De la cruz,70
17994,2117V17994,Ilse,De la cruz,Arturo  Matias,7
17995,2117V17995,Ilse,De la cruz,Ilse  De la cruz,53
17996,2117V17996,Ilse,De la cruz,Arturo  Vite,71
17997,2117V17997,Ilse,De la cruz,Flor  Medellin,74
17998,2117V17998,Ilse,De la cruz,Pedro  Vte,90
17999,2117V17999,Ilse,De la cruz,Emilio  De la cruz,68
18000,2117V18000,Ilse,De la cruz,Pedro  Martinez ,9
18001,2117V18001,Ilse,De la cruz,Said  Ontiveros,12
18002,2117V18002,Ilse,De la cruz,Pedro  Vite,2
18003,2117V18003,Ilse,De la cruz,Laura  Vite,70
18004,2117V18004,Ilse,De la cruz,Ilse  De la cruz,38
18005,2117V18005,Ilse,De la cruz,Laura  De la cruz,99
18006,2117V18006,Ilse,De la cruz,Emilio  Ontiveros,90
18007,2117V18007,Ilse,De la cruz,Ilse  Martinez ,8
18008,2117V18008,Ilse,De la cruz,Juan  Camacho,77
18009,2117V18009,Ilse,De la cruz,Ilse  Matias,89
18010,2117V18010,Ilse,De la cruz,Uriel  Matias,8
18011,2117V18011,Ilse,De la cruz,Abelardo  Matias,46
18012,2117V18012,Ilse,De la cruz,Abelardo  Matias,7
18013,2117V18013,Ilse,De la cruz,Ilse  Martinez ,54
18014,2117V18014,Ilse,De la cruz,Abelardo  Ontiveros,25
18015,2117V18015,Ilse,De la cruz,Ilse  Martinez ,81
18016,2117V18016,Ilse,De la cruz,Juan  De la cruz,80
18017,2117V18017,Ilse,De la cruz,Laura  Medellin,81
18018,2117V18018,Ilse,De la cruz,Said  Ontiveros,52
18019,2117V18019,Ilse,De la cruz,Laura  De la cruz,46
18020,2117V18020,Ilse,De la cruz,Laura  Martinez ,7
18021,2117V18021,Ilse,De la cruz,Emilio  Vite,51
18022,2117V18022,Ilse,De la cruz,Pedro  Martinez ,75
18023,2117V18023,Ilse,De la cruz,Flor  Martinez ,60
18024,2117V18024,Ilse,De la cruz,Uriel  Matias,24
18025,2117V18025,Ilse,De la cruz,Emilio  De la cruz,28
18026,2117V18026,Ilse,De la cruz,Abelardo  Martinez ,20
18027,2117V18027,Ilse,De la cruz,Said  Martinez ,62
18028,2117V18028,Ilse,De la cruz,Abelardo  Ontiveros,33
18029,2117V18029,Ilse,De la cruz,Laura  Matias,11
18030,2117V18030,Ilse,De la cruz,Laura  Camacho,85
18031,2117V18031,Ilse,De la cruz,Pedro  Camacho,52
18032,2117V18032,Ilse,De la cruz,Ilse  Matias,86
18033,2117V18033,Ilse,De la cruz,Ilse  De la cruz,32
18034,2117V18034,Ilse,De la cruz,Emilio  Medellin,9
18035,2117V18035,Ilse,De la cruz,Arturo  Matias,97
18036,2117V18036,Ilse,De la cruz,Abelardo  Vte,86
18037,2117V18037,Ilse,De la cruz,Miguel  Martinez ,18
18038,2117V18038,Ilse,De la cruz,Juan  Ontiveros,5
18039,2117V18039,Ilse,De la cruz,Emilio  Martinez ,26
18040,2117V18040,Ilse,De la cruz,Abelardo  Vite,67
18041,2117V18041,Ilse,De la cruz,Arturo  Vte,10
18042,2117V18042,Ilse,De la cruz,Said  Camacho,67
18043,2117V18043,Ilse,De la cruz,Miguel  Medellin,11
18044,2117V18044,Ilse,De la cruz,Juan  Vite,53
18045,2117V18045,Ilse,De la cruz,Ilse  Vite,82
18046,2117V18046,Ilse,De la cruz,Pedro  Sanchez,17
18047,2117V18047,Ilse,De la cruz,Said  Matias,46
18048,2117V18048,Ilse,De la cruz,Said  Sanchez,34
18049,2117V18049,Ilse,De la cruz,Arturo  Medellin,24
18050,2117V18050,Ilse,De la cruz,Abelardo  Sanchez,51
18051,2117V18051,Ilse,De la cruz,Abelardo  Ontiveros,91
18052,2117V18052,Ilse,De la cruz,Uriel  Martinez ,60
18053,2117V18053,Ilse,De la cruz,Pedro  Vte,92
18054,2117V18054,Ilse,De la cruz,Uriel  Vite,64
18055,2117V18055,Ilse,De la cruz,Pedro  Medellin,50
18056,2117V18056,Ilse,De la cruz,Arturo  Sanchez,30
18057,2117V18057,Ilse,De la cruz,Juan  Ontiveros,0
18058,2117V18058,Ilse,De la cruz,Ilse  Ontiveros,10
18059,2117V18059,Ilse,De la cruz,Abelardo  Ontiveros,20
18060,2117V18060,Ilse,De la cruz,Abelardo  Camacho,15
18061,2117V18061,Ilse,De la cruz,Arturo  De la cruz,86
18062,2117V18062,Ilse,De la cruz,Flor  Matias,79
18063,2117V18063,Ilse,De la cruz,Flor  Medellin,71
18064,2117V18064,Ilse,De la cruz,Juan  De la cruz,40
18065,2117V18065,Ilse,De la cruz,Pedro  Vte,7
18066,2117V18066,Ilse,De la cruz,Flor  Matias,89
18067,2117V18067,Ilse,De la cruz,Juan  Camacho,36
18068,2117V18068,Ilse,De la cruz,Flor  Vite,60
18069,2117V18069,Ilse,De la cruz,Juan  Medellin,72
18070,2117V18070,Ilse,De la cruz,Arturo  Camacho,66
18071,2117V18071,Ilse,De la cruz,Pedro  Martinez ,57
18072,2117V18072,Ilse,De la cruz,Abelardo  Camacho,71
18073,2117V18073,Ilse,De la cruz,Pedro  Medellin,99
18074,2117V18074,Ilse,De la cruz,Juan  Sanchez,51
18075,2117V18075,Ilse,De la cruz,Arturo  Sanchez,35
18076,2117V18076,Ilse,De la cruz,Juan  De la cruz,56
18077,2117V18077,Ilse,De la cruz,Pedro  Ontiveros,9
18078,2117V18078,Ilse,De la cruz,Ilse  Ontiveros,40
18079,2117V18079,Ilse,De la cruz,Laura  Ontiveros,26
18080,2117V18080,Ilse,De la cruz,Arturo  De la cruz,50
18081,2117V18081,Ilse,De la cruz,Ilse  De la cruz,48
18082,2117V18082,Ilse,De la cruz,Uriel  De la cruz,97
18083,2117V18083,Ilse,De la cruz,Juan  Medellin,65
18084,2117V18084,Ilse,De la cruz,Juan  De la cruz,20
18085,2117V18085,Ilse,De la cruz,Uriel  Vite,53
18086,2117V18086,Ilse,De la cruz,Ilse  Herrera,46
18087,2117V18087,Ilse,De la cruz,Abelardo  Sanchez,59
18088,2117V18088,Ilse,De la cruz,Arturo  Ontiveros,23
18089,2117V18089,Ilse,De la cruz,Arturo  Martinez ,32
18090,2117V18090,Ilse,De la cruz,Laura  Martinez ,84
18091,2117V18091,Ilse,De la cruz,Said  Camacho,18
18092,2117V18092,Ilse,De la cruz,Miguel  Camacho,77
18093,2117V18093,Ilse,De la cruz,Emilio  De la cruz,25
18094,2117V18094,Ilse,De la cruz,Miguel  Vte,51
18095,2117V18095,Ilse,De la cruz,Miguel  Ontiveros,92
18096,2117V18096,Ilse,De la cruz,Laura  Vte,47
18097,2117V18097,Ilse,De la cruz,Said  Herrera,16
18098,2117V18098,Ilse,De la cruz,Juan  Martinez ,68
18099,2117V18099,Ilse,De la cruz,Abelardo  Vte,30
18100,2117V18100,Ilse,De la cruz,Laura  Camacho,41
18101,2117V18101,Ilse,De la cruz,Emilio  Herrera,38
18102,2117V18102,Ilse,De la cruz,Uriel  De la cruz,69
18103,2117V18103,Ilse,De la cruz,Arturo  De la cruz,68
18104,2117V18104,Ilse,De la cruz,Ilse  Vite,45
18105,2117V18105,Ilse,De la cruz,Laura  Sanchez,42
18106,2117V18106,Ilse,De la cruz,Uriel  Matias,14
18107,2117V18107,Ilse,De la cruz,Miguel  Medellin,37
18108,2117V18108,Ilse,De la cruz,Laura  Sanchez,2
18109,2117V18109,Ilse,De la cruz,Uriel  Martinez ,16
18110,2117V18110,Ilse,De la cruz,Abelardo  Matias,31
18111,2117V18111,Ilse,De la cruz,Said  Ontiveros,0
18112,2117V18112,Ilse,De la cruz,Miguel  Herrera,60
18113,2117V18113,Ilse,De la cruz,Emilio  Vte,4
18114,2117V18114,Ilse,De la cruz,Abelardo  Ontiveros,14
18115,2117V18115,Ilse,De la cruz,Juan  Vite,1
18116,2117V18116,Ilse,De la cruz,Uriel  Vte,30
18117,2117V18117,Ilse,De la cruz,Abelardo  Martinez ,93
18118,2117V18118,Ilse,De la cruz,Uriel  Medellin,83
18119,2117V18119,Ilse,De la cruz,Miguel  Vite,47
18120,2117V18120,Ilse,De la cruz,Miguel  Martinez ,76
18121,2117V18121,Ilse,De la cruz,Laura  Vite,0
18122,2117V18122,Ilse,De la cruz,Pedro  Camacho,7
18123,2117V18123,Ilse,De la cruz,Arturo  Ontiveros,47
18124,2117V18124,Ilse,De la cruz,Said  Vite,100
18125,2117V18125,Ilse,De la cruz,Laura  Martinez ,74
18126,2117V18126,Ilse,De la cruz,Miguel  Martinez ,8
18127,2117V18127,Ilse,De la cruz,Uriel  Medellin,88
18128,2117V18128,Ilse,De la cruz,Uriel  Medellin,54
18129,2117V18129,Ilse,De la cruz,Pedro  Ontiveros,37
18130,2117V18130,Ilse,De la cruz,Laura  Ontiveros,75
18131,2117V18131,Ilse,De la cruz,Pedro  De la cruz,10
18132,2117V18132,Ilse,De la cruz,Laura  Medellin,44
18133,2117V18133,Ilse,De la cruz,Emilio  Matias,47
18134,2117V18134,Ilse,De la cruz,Arturo  Camacho,52
18135,2117V18135,Ilse,De la cruz,Said  Camacho,93
18136,2117V18136,Ilse,De la cruz,Flor  Martinez ,94
18137,2117V18137,Ilse,De la cruz,Pedro  Sanchez,84
18138,2117V18138,Ilse,De la cruz,Uriel  Matias,36
18139,2117V18139,Ilse,De la cruz,Uriel  Medellin,81
18140,2117V18140,Ilse,De la cruz,Juan  Martinez ,65
18141,2117V18141,Ilse,De la cruz,Juan  Ontiveros,61
18142,2117V18142,Ilse,De la cruz,Emilio  De la cruz,25
18143,2117V18143,Ilse,De la cruz,Pedro  De la cruz,28
18144,2117V18144,Ilse,De la cruz,Uriel  Medellin,21
18145,2117V18145,Ilse,De la cruz,Juan  Herrera,7
18146,2117V18146,Ilse,De la cruz,Pedro  Vite,50
18147,2117V18147,Ilse,De la cruz,Emilio  Camacho,86
18148,2117V18148,Ilse,De la cruz,Uriel  Camacho,28
18149,2117V18149,Ilse,De la cruz,Arturo  Matias,10
18150,2117V18150,Ilse,De la cruz,Flor  Sanchez,20
18151,2117V18151,Ilse,De la cruz,Uriel  Martinez ,4
18152,2117V18152,Ilse,De la cruz,Laura  Vite,54
18153,2117V18153,Ilse,De la cruz,Said  De la cruz,53
18154,2117V18154,Ilse,De la cruz,Pedro  Camacho,9
18155,2117V18155,Ilse,De la cruz,Uriel  Matias,20
18156,2117V18156,Ilse,De la cruz,Flor  Sanchez,39
18157,2117V18157,Ilse,De la cruz,Arturo  Camacho,23
18158,2117V18158,Ilse,De la cruz,Laura  Vite,68
18159,2117V18159,Ilse,De la cruz,Emilio  Medellin,70
18160,2117V18160,Ilse,De la cruz,Juan  De la cruz,70
18161,2117V18161,Ilse,De la cruz,Laura  Sanchez,16
18162,2117V18162,Ilse,De la cruz,Flor  Ontiveros,95
18163,2117V18163,Ilse,De la cruz,Said  Camacho,86
18164,2117V18164,Ilse,De la cruz,Said  Camacho,47
18165,2117V18165,Ilse,De la cruz,Uriel  Vte,61
18166,2117V18166,Ilse,De la cruz,Pedro  Sanchez,75
18167,2117V18167,Ilse,De la cruz,Abelardo  Vte,38
18168,2117V18168,Ilse,De la cruz,Flor  Medellin,92
18169,2117V18169,Ilse,De la cruz,Arturo  Vite,71
18170,2117V18170,Ilse,De la cruz,Juan  Vite,1
18171,2117V18171,Ilse,De la cruz,Ilse  Ontiveros,8
18172,2117V18172,Ilse,De la cruz,Laura  Vite,73
18173,2117V18173,Ilse,De la cruz,Uriel  Vte,16
18174,2117V18174,Ilse,De la cruz,Laura  Medellin,27
18175,2117V18175,Ilse,De la cruz,Juan  Ontiveros,43
18176,2117V18176,Ilse,De la cruz,Pedro  Vite,11
18177,2117V18177,Ilse,De la cruz,Emilio  Herrera,14
18178,2117V18178,Ilse,De la cruz,Ilse  De la cruz,89
18179,2117V18179,Ilse,De la cruz,Uriel  Herrera,22
18180,2117V18180,Ilse,De la cruz,Uriel  Vte,69
18181,2117V18181,Ilse,De la cruz,Ilse  Ontiveros,58
18182,2117V18182,Ilse,De la cruz,Uriel  Martinez ,87
18183,2117V18183,Ilse,De la cruz,Emilio  Camacho,96
18184,2117V18184,Ilse,De la cruz,Uriel  Vite,64
18185,2117V18185,Ilse,De la cruz,Emilio  Martinez ,30
18186,2117V18186,Ilse,De la cruz,Pedro  De la cruz,100
18187,2117V18187,Ilse,De la cruz,Miguel  Herrera,14
18188,2117V18188,Ilse,De la cruz,Juan  Medellin,15
18189,2117V18189,Ilse,De la cruz,Said  Martinez ,49
18190,2117V18190,Ilse,De la cruz,Laura  Vte,44
18191,2117V18191,Ilse,De la cruz,Emilio  Matias,53
18192,2117V18192,Ilse,De la cruz,Juan  Herrera,43
18193,2117V18193,Ilse,De la cruz,Pedro  Matias,30
18194,2117V18194,Ilse,De la cruz,Juan  Vite,1
18195,2117V18195,Ilse,De la cruz,Abelardo  Camacho,82
18196,2117V18196,Ilse,De la cruz,Ilse  Vite,71
18197,2117V18197,Ilse,De la cruz,Abelardo  Vite,5
18198,2117V18198,Ilse,De la cruz,Pedro  Medellin,71
18199,2117V18199,Ilse,De la cruz,Abelardo  Camacho,2
18200,2117V18200,Ilse,De la cruz,Juan  Martinez ,41
18201,2117V18201,Ilse,De la cruz,Arturo  Sanchez,22
18202,2117V18202,Ilse,De la cruz,Miguel  Vite,72
18203,2117V18203,Ilse,De la cruz,Said  Medellin,62
18204,2117V18204,Ilse,De la cruz,Flor  Vite,65
18205,2117V18205,Ilse,De la cruz,Said  Camacho,88
18206,2117V18206,Ilse,De la cruz,Said  Martinez ,89
18207,2117V18207,Ilse,De la cruz,Pedro  Martinez ,68
18208,2117V18208,Ilse,De la cruz,Abelardo  Sanchez,65
18209,2117V18209,Ilse,De la cruz,Laura  Camacho,11
18210,2117V18210,Ilse,De la cruz,Flor  Matias,86
18211,2117V18211,Ilse,De la cruz,Ilse  De la cruz,15
18212,2117V18212,Ilse,De la cruz,Juan  Martinez ,54
18213,2117V18213,Ilse,De la cruz,Pedro  Martinez ,19
18214,2117V18214,Ilse,De la cruz,Said  Medellin,45
18215,2117V18215,Ilse,De la cruz,Pedro  Sanchez,50
18216,2117V18216,Ilse,De la cruz,Ilse  Martinez ,82
18217,2117V18217,Ilse,De la cruz,Pedro  Ontiveros,85
18218,2117V18218,Ilse,De la cruz,Ilse  Sanchez,50
18219,2117V18219,Ilse,De la cruz,Emilio  De la cruz,43
18220,2117V18220,Ilse,De la cruz,Abelardo  De la cruz,23
18221,2117V18221,Ilse,De la cruz,Said  Matias,68
18222,2117V18222,Ilse,De la cruz,Pedro  Herrera,41
18223,2117V18223,Ilse,De la cruz,Uriel  De la cruz,58
18224,2117V18224,Ilse,De la cruz,Flor  Sanchez,74
18225,2117V18225,Ilse,De la cruz,Said  Matias,67
18226,2117V18226,Ilse,De la cruz,Ilse  Vite,60
18227,2117V18227,Ilse,De la cruz,Laura  Medellin,93
18228,2117V18228,Ilse,De la cruz,Juan  Medellin,89
18229,2117V18229,Ilse,De la cruz,Emilio  Medellin,76
18230,2117V18230,Ilse,De la cruz,Uriel  Camacho,34
18231,2117V18231,Ilse,De la cruz,Arturo  Medellin,67
18232,2117V18232,Ilse,De la cruz,Arturo  Vte,17
18233,2117V18233,Ilse,De la cruz,Ilse  Matias,35
18234,2117V18234,Ilse,De la cruz,Said  Matias,91
18235,2117V18235,Ilse,De la cruz,Said  Medellin,53
18236,2117V18236,Ilse,De la cruz,Said  Martinez ,79
18237,2117V18237,Ilse,De la cruz,Emilio  Ontiveros,9
18238,2117V18238,Ilse,De la cruz,Abelardo  Martinez ,17
18239,2117V18239,Ilse,De la cruz,Juan  Martinez ,78
18240,2117V18240,Ilse,De la cruz,Pedro  Herrera,79
18241,2117V18241,Ilse,De la cruz,Arturo  Medellin,63
18242,2117V18242,Ilse,De la cruz,Emilio  Vte,84
18243,2117V18243,Ilse,De la cruz,Laura  Vte,94
18244,2117V18244,Ilse,De la cruz,Miguel  De la cruz,78
18245,2117V18245,Ilse,De la cruz,Arturo  Martinez ,100
18246,2117V18246,Ilse,De la cruz,Said  Sanchez,37
18247,2117V18247,Ilse,De la cruz,Juan  Martinez ,90
18248,2117V18248,Ilse,De la cruz,Emilio  Vte,37
18249,2117V18249,Ilse,De la cruz,Uriel  Vte,12
18250,2117V18250,Ilse,De la cruz,Laura  Vite,85
18251,2117V18251,Ilse,De la cruz,Flor  Matias,50
18252,2117V18252,Ilse,De la cruz,Ilse  Sanchez,81
18253,2117V18253,Ilse,De la cruz,Pedro  Medellin,21
18254,2117V18254,Ilse,De la cruz,Said  De la cruz,65
18255,2117V18255,Ilse,De la cruz,Said  Ontiveros,43
18256,2117V18256,Ilse,De la cruz,Said  Sanchez,90
18257,2117V18257,Ilse,De la cruz,Pedro  Martinez ,82
18258,2117V18258,Ilse,De la cruz,Miguel  Martinez ,64
18259,2117V18259,Ilse,De la cruz,Miguel  Ontiveros,69
18260,2117V18260,Ilse,De la cruz,Arturo  Medellin,56
18261,2117V18261,Ilse,De la cruz,Juan  Martinez ,23
18262,2117V18262,Ilse,De la cruz,Uriel  Ontiveros,12
18263,2117V18263,Ilse,De la cruz,Juan  Martinez ,31
18264,2117V18264,Ilse,De la cruz,Said  Martinez ,53
18265,2117V18265,Ilse,De la cruz,Said  De la cruz,79
18266,2117V18266,Ilse,De la cruz,Laura  Sanchez,43
18267,2117V18267,Ilse,De la cruz,Abelardo  Matias,76
18268,2117V18268,Ilse,De la cruz,Uriel  Vte,27
18269,2117V18269,Ilse,De la cruz,Arturo  Matias,34
18270,2117V18270,Ilse,De la cruz,Ilse  Vte,49
18271,2117V18271,Ilse,De la cruz,Uriel  Camacho,50
18272,2117V18272,Ilse,De la cruz,Said  Vte,5
18273,2117V18273,Ilse,De la cruz,Arturo  Martinez ,97
18274,2117V18274,Ilse,De la cruz,Emilio  Medellin,66
18275,2117V18275,Ilse,De la cruz,Emilio  Sanchez,15
18276,2117V18276,Ilse,De la cruz,Uriel  Vte,4
18277,2117V18277,Ilse,De la cruz,Emilio  Matias,59
18278,2117V18278,Ilse,De la cruz,Juan  Sanchez,84
18279,2117V18279,Ilse,De la cruz,Pedro  Medellin,82
18280,2117V18280,Ilse,De la cruz,Abelardo  Martinez ,21
18281,2117V18281,Ilse,De la cruz,Juan  Martinez ,83
18282,2117V18282,Ilse,De la cruz,Said  Martinez ,25
18283,2117V18283,Ilse,De la cruz,Uriel  Matias,47
18284,2117V18284,Ilse,De la cruz,Flor  Matias,9
18285,2117V18285,Ilse,De la cruz,Abelardo  Medellin,2
18286,2117V18286,Ilse,De la cruz,Juan  Matias,96
18287,2117V18287,Ilse,De la cruz,Said  Martinez ,94
18288,2117V18288,Ilse,De la cruz,Miguel  Sanchez,86
18289,2117V18289,Ilse,De la cruz,Flor  Matias,86
18290,2117V18290,Ilse,De la cruz,Miguel  Medellin,64
18291,2117V18291,Ilse,De la cruz,Uriel  Sanchez,29
18292,2117V18292,Ilse,De la cruz,Arturo  Vte,7
18293,2117V18293,Ilse,De la cruz,Abelardo  Martinez ,17
